<TICKER>,<PER>,Date,<TIME>,Price
GDAX.BTC-USD,D,07/02/19,000000,3359.0000000
GDAX.BTC-USD,D,08/02/19,000000,3621.9900000
GDAX.BTC-USD,D,09/02/19,000000,3623.7300000
GDAX.BTC-USD,D,10/02/19,000000,3648.8400000
GDAX.BTC-USD,D,11/02/19,000000,3590.3600000
GDAX.BTC-USD,D,12/02/19,000000,3588.0600000
GDAX.BTC-USD,D,13/02/19,000000,3576.6800000
GDAX.BTC-USD,D,14/02/19,000000,3561.5000000
GDAX.BTC-USD,D,15/02/19,000000,3566.5900000
GDAX.BTC-USD,D,16/02/19,000000,3582.3700000
GDAX.BTC-USD,D,17/02/19,000000,3625.0800000
GDAX.BTC-USD,D,18/02/19,000000,3867.0000000
GDAX.BTC-USD,D,19/02/19,000000,3888.0100000
GDAX.BTC-USD,D,20/02/19,000000,3938.9900000
GDAX.BTC-USD,D,21/02/19,000000,3897.7100000
GDAX.BTC-USD,D,22/02/19,000000,3942.0200000
GDAX.BTC-USD,D,23/02/19,000000,4110.0000000
GDAX.BTC-USD,D,24/02/19,000000,3734.2200000
GDAX.BTC-USD,D,25/02/19,000000,3818.7900000
GDAX.BTC-USD,D,26/02/19,000000,3799.4800000
GDAX.BTC-USD,D,27/02/19,000000,3799.9100000
GDAX.BTC-USD,D,28/02/19,000000,3792.1400000
GDAX.BTC-USD,D,01/03/19,000000,3806.1700000
GDAX.BTC-USD,D,02/03/19,000000,3809.7000000
GDAX.BTC-USD,D,03/03/19,000000,3786.9300000
GDAX.BTC-USD,D,04/03/19,000000,3700.7200000
GDAX.BTC-USD,D,05/03/19,000000,3844.5900000
GDAX.BTC-USD,D,06/03/19,000000,3851.8900000
GDAX.BTC-USD,D,07/03/19,000000,3857.0500000
GDAX.BTC-USD,D,08/03/19,000000,3843.1200000
GDAX.BTC-USD,D,09/03/19,000000,3917.0000000
GDAX.BTC-USD,D,10/03/19,000000,3900.9200000
GDAX.BTC-USD,D,11/03/19,000000,3849.6800000
GDAX.BTC-USD,D,12/03/19,000000,3860.0000000
GDAX.BTC-USD,D,13/03/19,000000,3851.0200000
GDAX.BTC-USD,D,14/03/19,000000,3853.9500000
GDAX.BTC-USD,D,15/03/19,000000,3902.8000000
GDAX.BTC-USD,D,16/03/19,000000,3990.0000000
GDAX.BTC-USD,D,17/03/19,000000,3967.0100000
GDAX.BTC-USD,D,18/03/19,000000,3970.5000000
GDAX.BTC-USD,D,19/03/19,000000,4000.8500000
GDAX.BTC-USD,D,20/03/19,000000,4031.8500000
GDAX.BTC-USD,D,21/03/19,000000,3972.7600000
GDAX.BTC-USD,D,22/03/19,000000,3983.7800000
GDAX.BTC-USD,D,23/03/19,000000,3983.4300000
GDAX.BTC-USD,D,24/03/19,000000,3969.5200000
GDAX.BTC-USD,D,25/03/19,000000,3907.5300000
GDAX.BTC-USD,D,26/03/19,000000,3921.4500000
GDAX.BTC-USD,D,27/03/19,000000,4026.5300000
GDAX.BTC-USD,D,28/03/19,000000,4011.1700000
GDAX.BTC-USD,D,29/03/19,000000,4091.0100000
GDAX.BTC-USD,D,30/03/19,000000,4094.1400000
GDAX.BTC-USD,D,31/03/19,000000,4094.9900000
GDAX.BTC-USD,D,01/04/19,000000,4137.0000000
GDAX.BTC-USD,D,02/04/19,000000,4901.9300000
GDAX.BTC-USD,D,03/04/19,000000,4975.9700000
GDAX.BTC-USD,D,04/04/19,000000,4906.4900000
GDAX.BTC-USD,D,05/04/19,000000,5040.6600000
GDAX.BTC-USD,D,06/04/19,000000,5049.2200000
GDAX.BTC-USD,D,07/04/19,000000,5194.7900000
GDAX.BTC-USD,D,08/04/19,000000,5285.5400000
GDAX.BTC-USD,D,09/04/19,000000,5187.2100000
GDAX.BTC-USD,D,10/04/19,000000,5318.5800000
GDAX.BTC-USD,D,11/04/19,000000,5041.3000000
GDAX.BTC-USD,D,12/04/19,000000,5078.1900000
GDAX.BTC-USD,D,13/04/19,000000,5066.2200000
GDAX.BTC-USD,D,14/04/19,000000,5164.2700000
GDAX.BTC-USD,D,15/04/19,000000,5029.9900000
GDAX.BTC-USD,D,16/04/19,000000,5202.9000000
GDAX.BTC-USD,D,17/04/19,000000,5227.0000000
GDAX.BTC-USD,D,18/04/19,000000,5281.8100000
GDAX.BTC-USD,D,19/04/19,000000,5290.3600000
GDAX.BTC-USD,D,20/04/19,000000,5319.8900000
GDAX.BTC-USD,D,21/04/19,000000,5297.6400000
GDAX.BTC-USD,D,22/04/19,000000,5387.6000000
GDAX.BTC-USD,D,23/04/19,000000,5532.7500000
GDAX.BTC-USD,D,24/04/19,000000,5441.9000000
GDAX.BTC-USD,D,25/04/19,000000,5134.8100000
GDAX.BTC-USD,D,26/04/19,000000,5159.5100000
GDAX.BTC-USD,D,27/04/19,000000,5170.6000000
GDAX.BTC-USD,D,28/04/19,000000,5155.0000000
GDAX.BTC-USD,D,29/04/19,000000,5148.2500000
GDAX.BTC-USD,D,30/04/19,000000,5270.6900000
GDAX.BTC-USD,D,01/05/19,000000,5321.1500000
GDAX.BTC-USD,D,02/05/19,000000,5390.0100000
GDAX.BTC-USD,D,03/05/19,000000,5657.4000000
GDAX.BTC-USD,D,04/05/19,000000,5770.0100000
GDAX.BTC-USD,D,05/05/19,000000,5715.8600000
GDAX.BTC-USD,D,06/05/19,000000,5687.9000000
GDAX.BTC-USD,D,07/05/19,000000,5748.4500000
GDAX.BTC-USD,D,08/05/19,000000,5948.4100000
GDAX.BTC-USD,D,09/05/19,000000,6153.0900000
GDAX.BTC-USD,D,10/05/19,000000,6343.1400000
GDAX.BTC-USD,D,11/05/19,000000,7219.9500000
GDAX.BTC-USD,D,12/05/19,000000,6979.7600000
GDAX.BTC-USD,D,13/05/19,000000,7824.9300000
GDAX.BTC-USD,D,14/05/19,000000,7990.9200000
GDAX.BTC-USD,D,15/05/19,000000,8203.3200000
GDAX.BTC-USD,D,16/05/19,000000,7878.9600000
GDAX.BTC-USD,D,17/05/19,000000,7363.6900000
GDAX.BTC-USD,D,18/05/19,000000,7262.4000000
GDAX.BTC-USD,D,19/05/19,000000,8200.0000000
GDAX.BTC-USD,D,20/05/19,000000,7999.5400000
GDAX.BTC-USD,D,21/05/19,000000,7951.7000000
GDAX.BTC-USD,D,22/05/19,000000,7626.4800000
GDAX.BTC-USD,D,23/05/19,000000,7881.9800000
GDAX.BTC-USD,D,24/05/19,000000,8001.7000000
GDAX.BTC-USD,D,25/05/19,000000,8063.8100000
GDAX.BTC-USD,D,26/05/19,000000,8731.7200000
GDAX.BTC-USD,D,27/05/19,000000,8772.2900000
GDAX.BTC-USD,D,28/05/19,000000,8715.3600000
GDAX.BTC-USD,D,29/05/19,000000,8662.4400000
GDAX.BTC-USD,D,30/05/19,000000,8279.6900000
GDAX.BTC-USD,D,31/05/19,000000,8554.0600000
GDAX.BTC-USD,D,01/06/19,000000,8558.9500000
GDAX.BTC-USD,D,02/06/19,000000,8736.5500000
GDAX.BTC-USD,D,03/06/19,000000,8107.9600000
GDAX.BTC-USD,D,04/06/19,000000,7670.9600000
GDAX.BTC-USD,D,05/06/19,000000,7789.4800000
GDAX.BTC-USD,D,06/06/19,000000,7805.0000000
GDAX.BTC-USD,D,07/06/19,000000,7998.1300000
GDAX.BTC-USD,D,08/06/19,000000,7930.1400000
GDAX.BTC-USD,D,09/06/19,000000,7634.5800000
GDAX.BTC-USD,D,10/06/19,000000,8015.6900000
GDAX.BTC-USD,D,11/06/19,000000,7918.1700000
GDAX.BTC-USD,D,12/06/19,000000,8176.0200000
GDAX.BTC-USD,D,13/06/19,000000,8239.0400000
GDAX.BTC-USD,D,14/06/19,000000,8697.4600000
GDAX.BTC-USD,D,15/06/19,000000,8860.2300000
GDAX.BTC-USD,D,16/06/19,000000,8975.0000000
GDAX.BTC-USD,D,17/06/19,000000,9333.1400000
GDAX.BTC-USD,D,18/06/19,000000,9078.4800000
GDAX.BTC-USD,D,19/06/19,000000,9277.5400000
GDAX.BTC-USD,D,20/06/19,000000,9531.2100000
GDAX.BTC-USD,D,21/06/19,000000,10236.2000000
GDAX.BTC-USD,D,22/06/19,000000,10666.8600000
GDAX.BTC-USD,D,23/06/19,000000,10833.0200000
GDAX.BTC-USD,D,24/06/19,000000,11032.3200000
GDAX.BTC-USD,D,25/06/19,000000,11755.5300000
GDAX.BTC-USD,D,26/06/19,000000,12927.4400000
GDAX.BTC-USD,D,27/06/19,000000,11159.2900000
GDAX.BTC-USD,D,28/06/19,000000,12360.4500000
GDAX.BTC-USD,D,29/06/19,000000,11865.2900000
GDAX.BTC-USD,D,30/06/19,000000,10761.2600000
GDAX.BTC-USD,D,01/07/19,000000,10577.6300000
GDAX.BTC-USD,D,02/07/19,000000,10829.1800000
GDAX.BTC-USD,D,03/07/19,000000,11976.4200000
GDAX.BTC-USD,D,04/07/19,000000,11136.0000000
GDAX.BTC-USD,D,05/07/19,000000,11004.5100000
GDAX.BTC-USD,D,06/07/19,000000,11237.7700000
GDAX.BTC-USD,D,07/07/19,000000,11474.4200000
GDAX.BTC-USD,D,08/07/19,000000,12293.5300000
GDAX.BTC-USD,D,09/07/19,000000,12571.1100000
GDAX.BTC-USD,D,10/07/19,000000,12097.9600000
GDAX.BTC-USD,D,11/07/19,000000,11349.0000000
GDAX.BTC-USD,D,12/07/19,000000,11802.0000000
GDAX.BTC-USD,D,13/07/19,000000,11370.0800000
GDAX.BTC-USD,D,14/07/19,000000,10185.0300000
GDAX.BTC-USD,D,15/07/19,000000,10854.4700000
GDAX.BTC-USD,D,16/07/19,000000,9422.7200000
GDAX.BTC-USD,D,17/07/19,000000,9696.3100000
GDAX.BTC-USD,D,18/07/19,000000,10649.0700000
GDAX.BTC-USD,D,19/07/19,000000,10538.0600000
GDAX.BTC-USD,D,20/07/19,000000,10761.0300000
GDAX.BTC-USD,D,21/07/19,000000,10590.7000000
GDAX.BTC-USD,D,22/07/19,000000,10323.3900000
GDAX.BTC-USD,D,23/07/19,000000,9840.1200000
GDAX.BTC-USD,D,24/07/19,000000,9772.6000000
GDAX.BTC-USD,D,25/07/19,000000,9883.3300000
GDAX.BTC-USD,D,26/07/19,000000,9843.0000000
GDAX.BTC-USD,D,27/07/19,000000,9479.9800000
GDAX.BTC-USD,D,28/07/19,000000,9533.0000000
GDAX.BTC-USD,D,29/07/19,000000,9495.0100000
GDAX.BTC-USD,D,30/07/19,000000,9589.0100000
GDAX.BTC-USD,D,31/07/19,000000,10087.3000000
GDAX.BTC-USD,D,01/08/19,000000,10405.9400000
GDAX.BTC-USD,D,02/08/19,000000,10533.0100000
GDAX.BTC-USD,D,03/08/19,000000,10820.7600000
GDAX.BTC-USD,D,04/08/19,000000,10977.5100000
GDAX.BTC-USD,D,05/08/19,000000,11819.4900000
GDAX.BTC-USD,D,06/08/19,000000,11465.4900000
GDAX.BTC-USD,D,07/08/19,000000,11975.0300000
GDAX.BTC-USD,D,08/08/19,000000,11981.0000000
GDAX.BTC-USD,D,09/08/19,000000,11856.1000000
GDAX.BTC-USD,D,10/08/19,000000,11280.9500000
GDAX.BTC-USD,D,11/08/19,000000,11540.7600000
GDAX.BTC-USD,D,12/08/19,000000,11389.2800000
GDAX.BTC-USD,D,13/08/19,000000,10854.9200000
GDAX.BTC-USD,D,14/08/19,000000,10025.8600000
GDAX.BTC-USD,D,15/08/19,000000,10300.0100000
GDAX.BTC-USD,D,16/08/19,000000,10352.7800000
GDAX.BTC-USD,D,17/08/19,000000,10217.7900000
GDAX.BTC-USD,D,18/08/19,000000,10315.4800000
GDAX.BTC-USD,D,19/08/19,000000,10920.0000000
GDAX.BTC-USD,D,20/08/19,000000,10769.0900000
GDAX.BTC-USD,D,21/08/19,000000,10130.0000000
GDAX.BTC-USD,D,22/08/19,000000,10107.1500000
GDAX.BTC-USD,D,23/08/19,000000,10410.8500000
GDAX.BTC-USD,D,24/08/19,000000,10147.9600000
GDAX.BTC-USD,D,25/08/19,000000,10138.7200000
GDAX.BTC-USD,D,26/08/19,000000,10361.6500000
GDAX.BTC-USD,D,27/08/19,000000,10171.8500000
GDAX.BTC-USD,D,28/08/19,000000,9714.3100000
GDAX.BTC-USD,D,29/08/19,000000,9495.0000000
GDAX.BTC-USD,D,30/08/19,000000,9582.4200000
GDAX.BTC-USD,D,31/08/19,000000,9600.8600000
GDAX.BTC-USD,D,01/09/19,000000,9766.5200000
GDAX.BTC-USD,D,02/09/19,000000,10381.2600000
GDAX.BTC-USD,D,03/09/19,000000,10628.4800000
GDAX.BTC-USD,D,04/09/19,000000,10581.8400000
GDAX.BTC-USD,D,05/09/19,000000,10574.7300000
GDAX.BTC-USD,D,06/09/19,000000,10308.9200000
GDAX.BTC-USD,D,07/09/19,000000,10484.3700000
GDAX.BTC-USD,D,08/09/19,000000,10398.9700000
GDAX.BTC-USD,D,09/09/19,000000,10310.0000000
GDAX.BTC-USD,D,10/09/19,000000,10093.0100000
GDAX.BTC-USD,D,11/09/19,000000,10160.2000000
GDAX.BTC-USD,D,12/09/19,000000,10423.7200000
GDAX.BTC-USD,D,13/09/19,000000,10365.9300000
GDAX.BTC-USD,D,14/09/19,000000,10360.2500000
GDAX.BTC-USD,D,15/09/19,000000,10304.4600000
GDAX.BTC-USD,D,16/09/19,000000,10262.5400000
GDAX.BTC-USD,D,17/09/19,000000,10185.3900000
GDAX.BTC-USD,D,18/09/19,000000,10155.2600000
GDAX.BTC-USD,D,19/09/19,000000,10275.0100000
GDAX.BTC-USD,D,20/09/19,000000,10168.8500000
GDAX.BTC-USD,D,21/09/19,000000,9973.9900000
GDAX.BTC-USD,D,22/09/19,000000,10026.8000000
GDAX.BTC-USD,D,23/09/19,000000,9844.2800000
GDAX.BTC-USD,D,24/09/19,000000,8530.0100000
GDAX.BTC-USD,D,25/09/19,000000,8438.3500000
GDAX.BTC-USD,D,26/09/19,000000,8060.0000000
GDAX.BTC-USD,D,27/09/19,000000,8193.9900000
GDAX.BTC-USD,D,28/09/19,000000,8217.4700000
GDAX.BTC-USD,D,29/09/19,000000,8052.4000000
GDAX.BTC-USD,D,30/09/19,000000,8304.9600000
GDAX.BTC-USD,D,01/10/19,000000,8321.5200000
GDAX.BTC-USD,D,02/10/19,000000,8381.7200000
GDAX.BTC-USD,D,03/10/19,000000,8240.4100000
GDAX.BTC-USD,D,04/10/19,000000,8156.6700000
GDAX.BTC-USD,D,05/10/19,000000,8147.6300000
GDAX.BTC-USD,D,06/10/19,000000,7859.7900000
GDAX.BTC-USD,D,07/10/19,000000,8209.0000000
GDAX.BTC-USD,D,08/10/19,000000,8180.0000000
GDAX.BTC-USD,D,09/10/19,000000,8590.0000000
GDAX.BTC-USD,D,10/10/19,000000,8587.5000000
GDAX.BTC-USD,D,11/10/19,000000,8267.3300000
GDAX.BTC-USD,D,12/10/19,000000,8309.0300000
GDAX.BTC-USD,D,13/10/19,000000,8282.9700000
GDAX.BTC-USD,D,14/10/19,000000,8355.0000000
GDAX.BTC-USD,D,15/10/19,000000,8162.4400000
GDAX.BTC-USD,D,16/10/19,000000,7993.5400000
GDAX.BTC-USD,D,17/10/19,000000,8076.2000000
GDAX.BTC-USD,D,18/10/19,000000,7954.1600000
GDAX.BTC-USD,D,19/10/19,000000,7965.2800000
GDAX.BTC-USD,D,20/10/19,000000,8236.1200000
GDAX.BTC-USD,D,21/10/19,000000,8209.9200000
GDAX.BTC-USD,D,22/10/19,000000,8024.7200000
GDAX.BTC-USD,D,23/10/19,000000,7474.8500000
GDAX.BTC-USD,D,24/10/19,000000,7430.8700000
GDAX.BTC-USD,D,25/10/19,000000,8668.0000000
GDAX.BTC-USD,D,26/10/19,000000,9259.7800000
GDAX.BTC-USD,D,27/10/19,000000,9548.8400000
GDAX.BTC-USD,D,28/10/19,000000,9226.5000000
GDAX.BTC-USD,D,29/10/19,000000,9430.8000000
GDAX.BTC-USD,D,30/10/19,000000,9164.4400000
GDAX.BTC-USD,D,31/10/19,000000,9159.4800000
GDAX.BTC-USD,D,01/11/19,000000,9253.1200000
GDAX.BTC-USD,D,02/11/19,000000,9308.5200000
GDAX.BTC-USD,D,03/11/19,000000,9206.5200000
GDAX.BTC-USD,D,04/11/19,000000,9412.5300000
GDAX.BTC-USD,D,05/11/19,000000,9322.0900000
GDAX.BTC-USD,D,06/11/19,000000,9341.2700000
GDAX.BTC-USD,D,07/11/19,000000,9198.8400000
GDAX.BTC-USD,D,08/11/19,000000,8763.0100000
GDAX.BTC-USD,D,09/11/19,000000,8807.8900000
GDAX.BTC-USD,D,10/11/19,000000,9032.2300000
GDAX.BTC-USD,D,11/11/19,000000,8721.5400000
GDAX.BTC-USD,D,12/11/19,000000,8810.0000000
GDAX.BTC-USD,D,13/11/19,000000,8758.3400000
GDAX.BTC-USD,D,14/11/19,000000,8630.0000000
GDAX.BTC-USD,D,15/11/19,000000,8457.4800000
GDAX.BTC-USD,D,16/11/19,000000,8481.0000000
GDAX.BTC-USD,D,17/11/19,000000,8500.0100000
GDAX.BTC-USD,D,18/11/19,000000,8168.8400000
GDAX.BTC-USD,D,19/11/19,000000,8123.3600000
GDAX.BTC-USD,D,20/11/19,000000,8082.9600000
GDAX.BTC-USD,D,21/11/19,000000,7616.4600000
GDAX.BTC-USD,D,22/11/19,000000,7283.0300000
GDAX.BTC-USD,D,23/11/19,000000,7329.2900000
GDAX.BTC-USD,D,24/11/19,000000,6908.6400000
GDAX.BTC-USD,D,25/11/19,000000,7127.0100000
GDAX.BTC-USD,D,26/11/19,000000,7162.6700000
GDAX.BTC-USD,D,27/11/19,000000,7523.7200000
GDAX.BTC-USD,D,28/11/19,000000,7432.4100000
GDAX.BTC-USD,D,29/11/19,000000,7760.0000000
GDAX.BTC-USD,D,30/11/19,000000,7555.9200000
GDAX.BTC-USD,D,01/12/19,000000,7404.2700000
GDAX.BTC-USD,D,02/12/19,000000,7305.0100000
GDAX.BTC-USD,D,03/12/19,000000,7302.9400000
GDAX.BTC-USD,D,04/12/19,000000,7198.9900000
GDAX.BTC-USD,D,05/12/19,000000,7393.5400000
GDAX.BTC-USD,D,06/12/19,000000,7540.0800000
GDAX.BTC-USD,D,07/12/19,000000,7502.1900000
GDAX.BTC-USD,D,08/12/19,000000,7520.0000000
GDAX.BTC-USD,D,09/12/19,000000,7337.5100000
GDAX.BTC-USD,D,10/12/19,000000,7219.3700000
GDAX.BTC-USD,D,11/12/19,000000,7201.2300000
GDAX.BTC-USD,D,12/12/19,000000,7185.9100000
GDAX.BTC-USD,D,13/12/19,000000,7249.9000000
GDAX.BTC-USD,D,14/12/19,000000,7062.9100000
GDAX.BTC-USD,D,15/12/19,000000,7111.0000000
GDAX.BTC-USD,D,16/12/19,000000,6877.0300000
GDAX.BTC-USD,D,17/12/19,000000,6616.6200000
GDAX.BTC-USD,D,18/12/19,000000,7285.5300000
GDAX.BTC-USD,D,19/12/19,000000,7149.1200000
GDAX.BTC-USD,D,20/12/19,000000,7190.0000000
GDAX.BTC-USD,D,21/12/19,000000,7143.0100000
GDAX.BTC-USD,D,22/12/19,000000,7513.0600000
GDAX.BTC-USD,D,23/12/19,000000,7310.7900000
GDAX.BTC-USD,D,24/12/19,000000,7255.0100000
GDAX.BTC-USD,D,25/12/19,000000,7192.1200000
GDAX.BTC-USD,D,26/12/19,000000,7194.1300000
GDAX.BTC-USD,D,27/12/19,000000,7245.8300000
GDAX.BTC-USD,D,28/12/19,000000,7302.6700000
GDAX.BTC-USD,D,29/12/19,000000,7384.8900000
GDAX.BTC-USD,D,30/12/19,000000,7218.0000000
GDAX.BTC-USD,D,31/12/19,000000,7165.7200000
GDAX.BTC-USD,D,01/01/20,000000,7174.3300000
GDAX.BTC-USD,D,02/01/20,000000,6945.0200000
GDAX.BTC-USD,D,03/01/20,000000,7334.4500000
GDAX.BTC-USD,D,04/01/20,000000,7348.6300000
GDAX.BTC-USD,D,05/01/20,000000,7355.4000000
GDAX.BTC-USD,D,06/01/20,000000,7764.6300000
GDAX.BTC-USD,D,07/01/20,000000,8158.5200000
GDAX.BTC-USD,D,08/01/20,000000,8045.5100000
GDAX.BTC-USD,D,09/01/20,000000,7813.7800000
GDAX.BTC-USD,D,10/01/20,000000,8198.0900000
GDAX.BTC-USD,D,11/01/20,000000,8020.0000000
GDAX.BTC-USD,D,12/01/20,000000,8180.8100000
GDAX.BTC-USD,D,13/01/20,000000,8104.5000000
GDAX.BTC-USD,D,14/01/20,000000,8815.6900000
GDAX.BTC-USD,D,15/01/20,000000,8808.8100000
GDAX.BTC-USD,D,16/01/20,000000,8714.7600000
GDAX.BTC-USD,D,17/01/20,000000,8899.4200000
GDAX.BTC-USD,D,18/01/20,000000,8909.3200000
GDAX.BTC-USD,D,19/01/20,000000,8697.5300000
GDAX.BTC-USD,D,20/01/20,000000,8628.8900000
GDAX.BTC-USD,D,21/01/20,000000,8722.0300000
GDAX.BTC-USD,D,22/01/20,000000,8660.3800000
GDAX.BTC-USD,D,23/01/20,000000,8385.2200000
GDAX.BTC-USD,D,24/01/20,000000,8427.2600000
GDAX.BTC-USD,D,25/01/20,000000,8326.8100000
GDAX.BTC-USD,D,26/01/20,000000,8595.0000000
GDAX.BTC-USD,D,27/01/20,000000,8895.9600000
GDAX.BTC-USD,D,28/01/20,000000,9394.5000000
GDAX.BTC-USD,D,29/01/20,000000,9288.4400000
GDAX.BTC-USD,D,30/01/20,000000,9503.0800000
GDAX.BTC-USD,D,31/01/20,000000,9334.9800000
GDAX.BTC-USD,D,01/02/20,000000,9380.1800000
GDAX.BTC-USD,D,02/02/20,000000,9323.5000000
GDAX.BTC-USD,D,03/02/20,000000,9280.4900000
GDAX.BTC-USD,D,04/02/20,000000,9164.3300000
GDAX.BTC-USD,D,05/02/20,000000,9613.8200000
GDAX.BTC-USD,D,06/02/20,000000,9763.0100000
GDAX.BTC-USD,D,07/02/20,000000,9808.0500000
GDAX.BTC-USD,D,08/02/20,000000,9905.6400000
GDAX.BTC-USD,D,09/02/20,000000,10168.3500000
GDAX.BTC-USD,D,10/02/20,000000,9851.7800000
GDAX.BTC-USD,D,11/02/20,000000,10270.0100000
GDAX.BTC-USD,D,12/02/20,000000,10351.1300000
GDAX.BTC-USD,D,13/02/20,000000,10236.4900000
GDAX.BTC-USD,D,14/02/20,000000,10371.3300000
GDAX.BTC-USD,D,15/02/20,000000,9911.2200000
GDAX.BTC-USD,D,16/02/20,000000,9921.0000000
GDAX.BTC-USD,D,17/02/20,000000,9700.0000000
GDAX.BTC-USD,D,18/02/20,000000,10188.0400000
GDAX.BTC-USD,D,19/02/20,000000,9600.0800000
GDAX.BTC-USD,D,20/02/20,000000,9610.0500000
GDAX.BTC-USD,D,21/02/20,000000,9695.6600000
GDAX.BTC-USD,D,22/02/20,000000,9668.2300000
