<TICKER>,<PER>,Date,<TIME>,Price
GDAX.BTC-USD,D,07/03/21,000000,50978.6100000
GDAX.BTC-USD,D,08/03/21,000000,52415.2300000
GDAX.BTC-USD,D,09/03/21,000000,54916.3800000
GDAX.BTC-USD,D,10/03/21,000000,55890.6900000
GDAX.BTC-USD,D,11/03/21,000000,57815.4700000
GDAX.BTC-USD,D,12/03/21,000000,57225.9100000
GDAX.BTC-USD,D,13/03/21,000000,61178.5000000
GDAX.BTC-USD,D,14/03/21,000000,58972.7000000
GDAX.BTC-USD,D,15/03/21,000000,55636.1500000
GDAX.BTC-USD,D,16/03/21,000000,56927.1100000
GDAX.BTC-USD,D,17/03/21,000000,58925.5400000
GDAX.BTC-USD,D,18/03/21,000000,57644.9500000
GDAX.BTC-USD,D,19/03/21,000000,58039.6600000
GDAX.BTC-USD,D,20/03/21,000000,58116.7000000
GDAX.BTC-USD,D,21/03/21,000000,57363.3200000
GDAX.BTC-USD,D,22/03/21,000000,54110.0700000
GDAX.BTC-USD,D,23/03/21,000000,54345.5400000
GDAX.BTC-USD,D,24/03/21,000000,52276.1600000
GDAX.BTC-USD,D,25/03/21,000000,51325.0100000
GDAX.BTC-USD,D,26/03/21,000000,55072.4400000
GDAX.BTC-USD,D,27/03/21,000000,55856.5300000
GDAX.BTC-USD,D,28/03/21,000000,55778.8200000
GDAX.BTC-USD,D,29/03/21,000000,57613.4800000
GDAX.BTC-USD,D,30/03/21,000000,58786.4600000
GDAX.BTC-USD,D,31/03/21,000000,58800.0000000
GDAX.BTC-USD,D,01/04/21,000000,58726.4800000
GDAX.BTC-USD,D,02/04/21,000000,58981.0400000
GDAX.BTC-USD,D,03/04/21,000000,57094.3400000
GDAX.BTC-USD,D,04/04/21,000000,58215.9400000
GDAX.BTC-USD,D,05/04/21,000000,59123.0200000
GDAX.BTC-USD,D,06/04/21,000000,58019.9800000
GDAX.BTC-USD,D,07/04/21,000000,55955.7500000
GDAX.BTC-USD,D,08/04/21,000000,58083.1000000
GDAX.BTC-USD,D,09/04/21,000000,58092.6800000
GDAX.BTC-USD,D,10/04/21,000000,59778.6000000
GDAX.BTC-USD,D,11/04/21,000000,59985.2600000
GDAX.BTC-USD,D,12/04/21,000000,59839.8200000
GDAX.BTC-USD,D,13/04/21,000000,63588.2200000
GDAX.BTC-USD,D,14/04/21,000000,62971.8000000
GDAX.BTC-USD,D,15/04/21,000000,63229.0400000
GDAX.BTC-USD,D,16/04/21,000000,61427.2700000
GDAX.BTC-USD,D,17/04/21,000000,60058.8600000
GDAX.BTC-USD,D,18/04/21,000000,56274.4100000
GDAX.BTC-USD,D,19/04/21,000000,55696.8300000
GDAX.BTC-USD,D,20/04/21,000000,56499.2900000
GDAX.BTC-USD,D,21/04/21,000000,53800.8600000
GDAX.BTC-USD,D,22/04/21,000000,51701.5900000
GDAX.BTC-USD,D,23/04/21,000000,51187.2700000
GDAX.BTC-USD,D,24/04/21,000000,50089.1500000
GDAX.BTC-USD,D,25/04/21,000000,49121.0000000
GDAX.BTC-USD,D,26/04/21,000000,54053.6000000
GDAX.BTC-USD,D,27/04/21,000000,55069.6200000
GDAX.BTC-USD,D,28/04/21,000000,54894.0300000
GDAX.BTC-USD,D,29/04/21,000000,53580.0000000
GDAX.BTC-USD,D,30/04/21,000000,57798.7700000
GDAX.BTC-USD,D,01/05/21,000000,57859.2800000
GDAX.BTC-USD,D,02/05/21,000000,56625.2000000
GDAX.BTC-USD,D,03/05/21,000000,57212.7300000
GDAX.BTC-USD,D,04/05/21,000000,53241.9200000
GDAX.BTC-USD,D,05/05/21,000000,57515.6900000
GDAX.BTC-USD,D,06/05/21,000000,56440.6600000
GDAX.BTC-USD,D,07/05/21,000000,57380.3900000
GDAX.BTC-USD,D,08/05/21,000000,58958.0500000
GDAX.BTC-USD,D,09/05/21,000000,58312.5700000
GDAX.BTC-USD,D,10/05/21,000000,55866.4100000
GDAX.BTC-USD,D,11/05/21,000000,56753.1900000
GDAX.BTC-USD,D,12/05/21,000000,49498.7700000
GDAX.BTC-USD,D,13/05/21,000000,49690.1100000
GDAX.BTC-USD,D,14/05/21,000000,49893.4800000
GDAX.BTC-USD,D,15/05/21,000000,46775.5100000
GDAX.BTC-USD,D,16/05/21,000000,46450.7900000
GDAX.BTC-USD,D,17/05/21,000000,43580.5000000
GDAX.BTC-USD,D,18/05/21,000000,42857.1500000
GDAX.BTC-USD,D,19/05/21,000000,36731.7500000
GDAX.BTC-USD,D,20/05/21,000000,40623.3300000
GDAX.BTC-USD,D,21/05/21,000000,37340.7700000
GDAX.BTC-USD,D,22/05/21,000000,37476.8300000
GDAX.BTC-USD,D,23/05/21,000000,34758.6700000
GDAX.BTC-USD,D,24/05/21,000000,38878.5600000
GDAX.BTC-USD,D,25/05/21,000000,38361.8100000
GDAX.BTC-USD,D,26/05/21,000000,39293.2300000
GDAX.BTC-USD,D,27/05/21,000000,38556.8800000
GDAX.BTC-USD,D,28/05/21,000000,35680.4700000
GDAX.BTC-USD,D,29/05/21,000000,34627.8200000
GDAX.BTC-USD,D,30/05/21,000000,35669.4400000
GDAX.BTC-USD,D,31/05/21,000000,37279.3100000
GDAX.BTC-USD,D,01/06/21,000000,36685.0000000
GDAX.BTC-USD,D,02/06/21,000000,37577.9100000
GDAX.BTC-USD,D,03/06/21,000000,39248.5500000
GDAX.BTC-USD,D,04/06/21,000000,36856.5200000
GDAX.BTC-USD,D,05/06/21,000000,35539.4900000
GDAX.BTC-USD,D,06/06/21,000000,35800.4800000
GDAX.BTC-USD,D,07/06/21,000000,33575.9100000
GDAX.BTC-USD,D,08/06/21,000000,33402.1300000
GDAX.BTC-USD,D,09/06/21,000000,37403.8600000
GDAX.BTC-USD,D,10/06/21,000000,36694.0500000
GDAX.BTC-USD,D,11/06/21,000000,37338.4400000
GDAX.BTC-USD,D,12/06/21,000000,35557.3300000
GDAX.BTC-USD,D,13/06/21,000000,39015.2400000
GDAX.BTC-USD,D,14/06/21,000000,40539.4700000
GDAX.BTC-USD,D,15/06/21,000000,40162.3700000
GDAX.BTC-USD,D,16/06/21,000000,38351.0000000
GDAX.BTC-USD,D,17/06/21,000000,38095.1700000
GDAX.BTC-USD,D,18/06/21,000000,35841.8100000
GDAX.BTC-USD,D,19/06/21,000000,35484.7900000
GDAX.BTC-USD,D,20/06/21,000000,35585.7800000
GDAX.BTC-USD,D,21/06/21,000000,31609.8200000
GDAX.BTC-USD,D,22/06/21,000000,32538.3700000
GDAX.BTC-USD,D,23/06/21,000000,33688.3500000
GDAX.BTC-USD,D,24/06/21,000000,34654.5800000
GDAX.BTC-USD,D,25/06/21,000000,31594.6300000
GDAX.BTC-USD,D,26/06/21,000000,32275.1900000
GDAX.BTC-USD,D,27/06/21,000000,34709.2300000
GDAX.BTC-USD,D,28/06/21,000000,34493.2200000
GDAX.BTC-USD,D,29/06/21,000000,35904.2800000
GDAX.BTC-USD,D,30/06/21,000000,35060.0000000
GDAX.BTC-USD,D,01/07/21,000000,33516.1100000
GDAX.BTC-USD,D,02/07/21,000000,33805.0200000
GDAX.BTC-USD,D,03/07/21,000000,34682.1600000
GDAX.BTC-USD,D,04/07/21,000000,35284.0500000
GDAX.BTC-USD,D,05/07/21,000000,33697.7800000
GDAX.BTC-USD,D,06/07/21,000000,34225.7300000
GDAX.BTC-USD,D,07/07/21,000000,33878.5600000
GDAX.BTC-USD,D,08/07/21,000000,32875.9500000
GDAX.BTC-USD,D,09/07/21,000000,33824.2600000
GDAX.BTC-USD,D,10/07/21,000000,33515.3500000
GDAX.BTC-USD,D,11/07/21,000000,34259.2300000
GDAX.BTC-USD,D,12/07/21,000000,33091.1000000
GDAX.BTC-USD,D,13/07/21,000000,32734.1400000
GDAX.BTC-USD,D,14/07/21,000000,32816.3900000
GDAX.BTC-USD,D,15/07/21,000000,31868.6800000
GDAX.BTC-USD,D,16/07/21,000000,31388.0600000
GDAX.BTC-USD,D,17/07/21,000000,31533.9100000
GDAX.BTC-USD,D,18/07/21,000000,31788.2500000
GDAX.BTC-USD,D,19/07/21,000000,30842.0300000
GDAX.BTC-USD,D,20/07/21,000000,29796.1600000
GDAX.BTC-USD,D,21/07/21,000000,32135.1900000
GDAX.BTC-USD,D,22/07/21,000000,32287.7400000
GDAX.BTC-USD,D,23/07/21,000000,33647.2600000
GDAX.BTC-USD,D,24/07/21,000000,34283.0100000
GDAX.BTC-USD,D,25/07/21,000000,35428.2600000
GDAX.BTC-USD,D,26/07/21,000000,37262.7700000
GDAX.BTC-USD,D,27/07/21,000000,39470.4800000
GDAX.BTC-USD,D,28/07/21,000000,40035.1000000
GDAX.BTC-USD,D,29/07/21,000000,40039.4400000
GDAX.BTC-USD,D,30/07/21,000000,42237.9500000
GDAX.BTC-USD,D,31/07/21,000000,41495.0100000
GDAX.BTC-USD,D,01/08/21,000000,39865.4100000
GDAX.BTC-USD,D,02/08/21,000000,39149.5900000
GDAX.BTC-USD,D,03/08/21,000000,38191.4400000
GDAX.BTC-USD,D,04/08/21,000000,39722.4100000
GDAX.BTC-USD,D,05/08/21,000000,40888.7400000
GDAX.BTC-USD,D,06/08/21,000000,42869.5800000
GDAX.BTC-USD,D,07/08/21,000000,44637.3400000
GDAX.BTC-USD,D,08/08/21,000000,43829.1400000
GDAX.BTC-USD,D,09/08/21,000000,46285.4800000
GDAX.BTC-USD,D,10/08/21,000000,45595.6600000
GDAX.BTC-USD,D,11/08/21,000000,45553.4900000
GDAX.BTC-USD,D,12/08/21,000000,44422.1400000
GDAX.BTC-USD,D,13/08/21,000000,47833.6400000
GDAX.BTC-USD,D,14/08/21,000000,47109.6500000
GDAX.BTC-USD,D,15/08/21,000000,47014.4900000
GDAX.BTC-USD,D,16/08/21,000000,45902.4600000
GDAX.BTC-USD,D,17/08/21,000000,44671.5800000
GDAX.BTC-USD,D,18/08/21,000000,44707.9800000
GDAX.BTC-USD,D,19/08/21,000000,46765.8700000
GDAX.BTC-USD,D,20/08/21,000000,49342.4000000
GDAX.BTC-USD,D,21/08/21,000000,48867.0200000
GDAX.BTC-USD,D,22/08/21,000000,49284.6300000
GDAX.BTC-USD,D,23/08/21,000000,49506.5000000
GDAX.BTC-USD,D,24/08/21,000000,47682.4500000
GDAX.BTC-USD,D,25/08/21,000000,48987.3300000
GDAX.BTC-USD,D,26/08/21,000000,46851.4700000
GDAX.BTC-USD,D,27/08/21,000000,49077.5700000
GDAX.BTC-USD,D,28/08/21,000000,48942.9400000
GDAX.BTC-USD,D,29/08/21,000000,48802.5800000
GDAX.BTC-USD,D,30/08/21,000000,46993.7100000
GDAX.BTC-USD,D,31/08/21,000000,47112.5000000
GDAX.BTC-USD,D,01/09/21,000000,48839.8600000
GDAX.BTC-USD,D,02/09/21,000000,49279.3700000
GDAX.BTC-USD,D,03/09/21,000000,50025.0000000
GDAX.BTC-USD,D,04/09/21,000000,49942.9800000
GDAX.BTC-USD,D,05/09/21,000000,51789.1700000
GDAX.BTC-USD,D,06/09/21,000000,52698.8100000
GDAX.BTC-USD,D,07/09/21,000000,46894.5000000
GDAX.BTC-USD,D,08/09/21,000000,46060.3600000
GDAX.BTC-USD,D,09/09/21,000000,46400.0000000
GDAX.BTC-USD,D,10/09/21,000000,44851.4500000
GDAX.BTC-USD,D,11/09/21,000000,45171.8300000
GDAX.BTC-USD,D,12/09/21,000000,46024.2300000
GDAX.BTC-USD,D,13/09/21,000000,44947.7200000
GDAX.BTC-USD,D,14/09/21,000000,47127.2200000
GDAX.BTC-USD,D,15/09/21,000000,48148.1200000
GDAX.BTC-USD,D,16/09/21,000000,47753.1600000
GDAX.BTC-USD,D,17/09/21,000000,47303.5000000
GDAX.BTC-USD,D,18/09/21,000000,48314.5600000
GDAX.BTC-USD,D,19/09/21,000000,47255.9200000
GDAX.BTC-USD,D,20/09/21,000000,43012.9700000
GDAX.BTC-USD,D,21/09/21,000000,40719.6000000
GDAX.BTC-USD,D,22/09/21,000000,43575.1000000
GDAX.BTC-USD,D,23/09/21,000000,44897.5900000
GDAX.BTC-USD,D,24/09/21,000000,42848.9200000
GDAX.BTC-USD,D,25/09/21,000000,42705.5100000
GDAX.BTC-USD,D,26/09/21,000000,43178.0200000
GDAX.BTC-USD,D,27/09/21,000000,42171.7600000
GDAX.BTC-USD,D,28/09/21,000000,41026.0700000
GDAX.BTC-USD,D,29/09/21,000000,41522.1600000
GDAX.BTC-USD,D,30/09/21,000000,43824.4300000
GDAX.BTC-USD,D,01/10/21,000000,48165.7600000
GDAX.BTC-USD,D,02/10/21,000000,47657.6900000
GDAX.BTC-USD,D,03/10/21,000000,48233.9900000
GDAX.BTC-USD,D,04/10/21,000000,49245.5400000
GDAX.BTC-USD,D,05/10/21,000000,51493.9900000
GDAX.BTC-USD,D,06/10/21,000000,55339.4800000
GDAX.BTC-USD,D,07/10/21,000000,53797.8200000
GDAX.BTC-USD,D,08/10/21,000000,53963.8200000
GDAX.BTC-USD,D,09/10/21,000000,54962.2900000
GDAX.BTC-USD,D,10/10/21,000000,54690.5300000
GDAX.BTC-USD,D,11/10/21,000000,57487.4400000
GDAX.BTC-USD,D,12/10/21,000000,56005.1000000
GDAX.BTC-USD,D,13/10/21,000000,57367.3200000
GDAX.BTC-USD,D,14/10/21,000000,57359.5100000
GDAX.BTC-USD,D,15/10/21,000000,61695.3900000
GDAX.BTC-USD,D,16/10/21,000000,60877.4200000
GDAX.BTC-USD,D,17/10/21,000000,61527.1100000
GDAX.BTC-USD,D,18/10/21,000000,62042.4100000
GDAX.BTC-USD,D,19/10/21,000000,64303.1400000
GDAX.BTC-USD,D,20/10/21,000000,66026.5400000
GDAX.BTC-USD,D,21/10/21,000000,62204.0200000
GDAX.BTC-USD,D,22/10/21,000000,60687.6400000
GDAX.BTC-USD,D,23/10/21,000000,61300.0100000
GDAX.BTC-USD,D,24/10/21,000000,60854.4800000
GDAX.BTC-USD,D,25/10/21,000000,63083.5400000
GDAX.BTC-USD,D,26/10/21,000000,60337.6200000
GDAX.BTC-USD,D,27/10/21,000000,58455.4700000
GDAX.BTC-USD,D,28/10/21,000000,60591.6500000
GDAX.BTC-USD,D,29/10/21,000000,62276.7200000
GDAX.BTC-USD,D,30/10/21,000000,61892.4100000
GDAX.BTC-USD,D,31/10/21,000000,61343.6800000
GDAX.BTC-USD,D,01/11/21,000000,60949.5400000
GDAX.BTC-USD,D,02/11/21,000000,63266.5100000
GDAX.BTC-USD,D,03/11/21,000000,62935.4100000
GDAX.BTC-USD,D,04/11/21,000000,61444.5000000
GDAX.BTC-USD,D,05/11/21,000000,61006.1500000
GDAX.BTC-USD,D,06/11/21,000000,61539.3100000
GDAX.BTC-USD,D,07/11/21,000000,63309.1300000
GDAX.BTC-USD,D,08/11/21,000000,67554.8400000
GDAX.BTC-USD,D,09/11/21,000000,66944.6600000
GDAX.BTC-USD,D,10/11/21,000000,64912.2000000
GDAX.BTC-USD,D,11/11/21,000000,64807.5900000
GDAX.BTC-USD,D,12/11/21,000000,64147.9000000
GDAX.BTC-USD,D,13/11/21,000000,64400.0100000
GDAX.BTC-USD,D,14/11/21,000000,65505.0200000
GDAX.BTC-USD,D,15/11/21,000000,63624.5900000
GDAX.BTC-USD,D,16/11/21,000000,60107.9800000
GDAX.BTC-USD,D,17/11/21,000000,60351.5100000
GDAX.BTC-USD,D,18/11/21,000000,56898.0000000
GDAX.BTC-USD,D,19/11/21,000000,58122.1600000
GDAX.BTC-USD,D,20/11/21,000000,59760.7600000
GDAX.BTC-USD,D,21/11/21,000000,58671.2100000
GDAX.BTC-USD,D,22/11/21,000000,56280.8100000
GDAX.BTC-USD,D,23/11/21,000000,57566.8500000
GDAX.BTC-USD,D,24/11/21,000000,57162.6600000
GDAX.BTC-USD,D,25/11/21,000000,58987.2700000
GDAX.BTC-USD,D,26/11/21,000000,53757.6700000
GDAX.BTC-USD,D,27/11/21,000000,54759.0500000
GDAX.BTC-USD,D,28/11/21,000000,57317.1700000
GDAX.BTC-USD,D,29/11/21,000000,57838.0600000
GDAX.BTC-USD,D,30/11/21,000000,56987.9700000
GDAX.BTC-USD,D,01/12/21,000000,57226.5000000
GDAX.BTC-USD,D,02/12/21,000000,56521.4600000
GDAX.BTC-USD,D,03/12/21,000000,53638.0400000
GDAX.BTC-USD,D,04/12/21,000000,49241.1200000
GDAX.BTC-USD,D,05/12/21,000000,49484.2200000
GDAX.BTC-USD,D,06/12/21,000000,50529.5600000
GDAX.BTC-USD,D,07/12/21,000000,50625.4800000
GDAX.BTC-USD,D,08/12/21,000000,50519.6800000
GDAX.BTC-USD,D,09/12/21,000000,47568.4300000
GDAX.BTC-USD,D,10/12/21,000000,47170.9400000
GDAX.BTC-USD,D,11/12/21,000000,49407.7500000
GDAX.BTC-USD,D,12/12/21,000000,50089.6400000
GDAX.BTC-USD,D,13/12/21,000000,46727.8900000
GDAX.BTC-USD,D,14/12/21,000000,48367.4300000
GDAX.BTC-USD,D,15/12/21,000000,48884.7800000
GDAX.BTC-USD,D,16/12/21,000000,47634.2200000
GDAX.BTC-USD,D,17/12/21,000000,46166.5000000
GDAX.BTC-USD,D,18/12/21,000000,46859.4600000
GDAX.BTC-USD,D,19/12/21,000000,46687.1900000
GDAX.BTC-USD,D,20/12/21,000000,46926.0700000
GDAX.BTC-USD,D,21/12/21,000000,48914.7000000
GDAX.BTC-USD,D,22/12/21,000000,48608.6200000
GDAX.BTC-USD,D,23/12/21,000000,50842.2000000
GDAX.BTC-USD,D,24/12/21,000000,50851.3800000
GDAX.BTC-USD,D,25/12/21,000000,50428.3100000
GDAX.BTC-USD,D,26/12/21,000000,50801.7900000
GDAX.BTC-USD,D,27/12/21,000000,50717.7700000
GDAX.BTC-USD,D,28/12/21,000000,47543.0900000
GDAX.BTC-USD,D,29/12/21,000000,46471.2400000
GDAX.BTC-USD,D,30/12/21,000000,47122.0800000
GDAX.BTC-USD,D,31/12/21,000000,46211.2400000
GDAX.BTC-USD,D,01/01/22,000000,47733.4300000
GDAX.BTC-USD,D,02/01/22,000000,47299.0700000
GDAX.BTC-USD,D,03/01/22,000000,46459.5600000
GDAX.BTC-USD,D,04/01/22,000000,45814.6100000
GDAX.BTC-USD,D,05/01/22,000000,43436.0400000
GDAX.BTC-USD,D,06/01/22,000000,43083.7600000
GDAX.BTC-USD,D,07/01/22,000000,41565.1800000
GDAX.BTC-USD,D,08/01/22,000000,41684.8400000
GDAX.BTC-USD,D,09/01/22,000000,41876.5200000
GDAX.BTC-USD,D,10/01/22,000000,41824.0700000
GDAX.BTC-USD,D,11/01/22,000000,42753.4400000
GDAX.BTC-USD,D,12/01/22,000000,43920.3700000
GDAX.BTC-USD,D,13/01/22,000000,42581.6500000
GDAX.BTC-USD,D,14/01/22,000000,43090.7200000
GDAX.BTC-USD,D,15/01/22,000000,43098.2000000
GDAX.BTC-USD,D,16/01/22,000000,43104.3400000
GDAX.BTC-USD,D,17/01/22,000000,42218.0100000
GDAX.BTC-USD,D,18/01/22,000000,42369.7400000
GDAX.BTC-USD,D,19/01/22,000000,41674.2700000
GDAX.BTC-USD,D,20/01/22,000000,40670.9700000
GDAX.BTC-USD,D,21/01/22,000000,36456.9400000
GDAX.BTC-USD,D,22/01/22,000000,35066.4300000
GDAX.BTC-USD,D,23/01/22,000000,36282.4700000
GDAX.BTC-USD,D,24/01/22,000000,36693.3200000
GDAX.BTC-USD,D,25/01/22,000000,36980.0000000
GDAX.BTC-USD,D,26/01/22,000000,36840.6300000
GDAX.BTC-USD,D,27/01/22,000000,37188.3700000
GDAX.BTC-USD,D,28/01/22,000000,37741.9000000
GDAX.BTC-USD,D,29/01/22,000000,38191.1000000
GDAX.BTC-USD,D,30/01/22,000000,37901.3500000
GDAX.BTC-USD,D,31/01/22,000000,38491.9300000
GDAX.BTC-USD,D,01/02/22,000000,38716.8800000
GDAX.BTC-USD,D,02/02/22,000000,36923.3900000
GDAX.BTC-USD,D,03/02/22,000000,37329.9100000
GDAX.BTC-USD,D,04/02/22,000000,41614.6400000
GDAX.BTC-USD,D,05/02/22,000000,41404.8500000
GDAX.BTC-USD,D,06/02/22,000000,42415.1600000
GDAX.BTC-USD,D,07/02/22,000000,43868.0700000
GDAX.BTC-USD,D,08/02/22,000000,44085.5900000
GDAX.BTC-USD,D,09/02/22,000000,44416.3500000
GDAX.BTC-USD,D,10/02/22,000000,43527.7100000
GDAX.BTC-USD,D,11/02/22,000000,42386.4700000
GDAX.BTC-USD,D,12/02/22,000000,42244.9700000
GDAX.BTC-USD,D,13/02/22,000000,42074.9900000
GDAX.BTC-USD,D,14/02/22,000000,42548.7100000
GDAX.BTC-USD,D,15/02/22,000000,44583.5200000
GDAX.BTC-USD,D,16/02/22,000000,43895.5600000
GDAX.BTC-USD,D,17/02/22,000000,40536.7300000
GDAX.BTC-USD,D,18/02/22,000000,39983.5600000
GDAX.BTC-USD,D,19/02/22,000000,40101.9400000
GDAX.BTC-USD,D,20/02/22,000000,38389.0300000
GDAX.BTC-USD,D,21/02/22,000000,37023.0000000
GDAX.BTC-USD,D,22/02/22,000000,38251.4800000
GDAX.BTC-USD,D,23/02/22,000000,37268.1900000
GDAX.BTC-USD,D,24/02/22,000000,38347.3000000
GDAX.BTC-USD,D,25/02/22,000000,39238.4800000
GDAX.BTC-USD,D,26/02/22,000000,39137.8000000
GDAX.BTC-USD,D,27/02/22,000000,37717.0800000
GDAX.BTC-USD,D,28/02/22,000000,43192.6600000
GDAX.BTC-USD,D,01/03/22,000000,44439.9500000
GDAX.BTC-USD,D,02/03/22,000000,43912.3400000
GDAX.BTC-USD,D,03/03/22,000000,42464.4100000
GDAX.BTC-USD,D,04/03/22,000000,39166.5100000
GDAX.BTC-USD,D,05/03/22,000000,39402.4300000
GDAX.BTC-USD,D,06/03/22,000000,38408.3800000
GDAX.BTC-USD,D,07/03/22,000000,37994.0000000
GDAX.BTC-USD,D,08/03/22,000000,38749.3800000
GDAX.BTC-USD,D,09/03/22,000000,41953.9700000
GDAX.BTC-USD,D,10/03/22,000000,39433.7100000
GDAX.BTC-USD,D,11/03/22,000000,38732.0400000
GDAX.BTC-USD,D,12/03/22,000000,38813.0200000
GDAX.BTC-USD,D,13/03/22,000000,37793.0100000
GDAX.BTC-USD,D,14/03/22,000000,39674.1700000
GDAX.BTC-USD,D,15/03/22,000000,39298.1000000
GDAX.BTC-USD,D,16/03/22,000000,41127.9700000
GDAX.BTC-USD,D,17/03/22,000000,40744.8800000
